runDt,postingDate,refDocNo,vndrNo,fundName,fundGroupDescr,efundDesc,amount,wait,debt,bond,total,bankNm,pmntStts,batchNo,mophId,mophDesc,budgetSource
2025-12-23,25681223,6809_IP_01(ยกเลิก Rerun),0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),0,0,25800,0,-25800,ธนาคารกรุงไทย จำกัด (มหาชน),P,3667B,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-12-23,25681223,6809_IP_01(ยกเลิก Rerun),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,0,0,0,0,0, ,W,3667B,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-12-23,25681223,6808_IP_01(อุทธรณ์)(ยกเลิก Rerun),0000010670,กองทุนผู้ป่วยใน,กองทุนค่าบริการทางการแพทย์,กองทุนผู้ป่วยใน CAP,0,0,0,0,0, ,W,3667B,1102050101.202,ลูกหนี้ค่ารักษา UC-IP,UC
2025-12-23,25681223,6808_IP_01(อุทธรณ์)(ยกเลิก Rerun),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,0,0,0,0,0, ,W,3667B,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-12-23,25681223,6808_IP_01(ยกเลิก Rerun),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,0,0,0,0,0, ,W,3667B,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-12-23,25681223,6808_IP_01(ยกเลิก Rerun),0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),0,0,60200,0,-60200,ธนาคารกรุงไทย จำกัด (มหาชน),P,3667B,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-12-23,25681223,6808_IP_01(ยกเลิก Rerun),0000010670,กองทุนผู้ป่วยใน,กองทุนค่าบริการทางการแพทย์,กองทุนผู้ป่วยใน CAP,0,0,0,0,0, ,W,3667B,1102050101.202,ลูกหนี้ค่ารักษา UC-IP,UC
2025-12-23,25681223,6808_IP_01(ยกเลิก Rerun),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,0,0,0,0,0, ,W,3667B,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-12-23,25681223,6808_IP_01(ยกเลิก Rerun),0000010670,กองทุนไตวายเรื้อรัง,กองทุนไตวายเรื้อรัง,งบค่าบริการทดแทนไต,0,0,0,0,0, ,W,3667B,1102050101.216/217,ลูกหนี้ค่ารักษา UC-OP/IP-บริการเฉพาะ CR,UC
2025-12-23,25681223,6808_IP_01(ยกเลิก Rerun),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,0,0,0,0,0, ,W,3667B,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-12-23,25681223,6808_IP_01(ยกเลิก Rerun),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,0,0,0,0,0, ,W,3667B,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-12-23,25681223,6810_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,1387857.22,0,0,0,1387857.22,ธนาคารกรุงไทย จำกัด (มหาชน),P,0190A,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-12-23,25681223,6810_IP_01,0000010670,กองทุนผู้ป่วยใน,กองทุนค่าบริการทางการแพทย์,กองทุนผู้ป่วยใน CAP,64264762.32,0,0,0,64264762.32,ธนาคารกรุงไทย จำกัด (มหาชน),P,0190A,1102050101.202,ลูกหนี้ค่ารักษา UC-IP,UC
2025-12-23,25681223,6810_IP_01,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),34400,0,0,0,34400,ธนาคารกรุงไทย จำกัด (มหาชน),P,0190A,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-12-23,25681223,6810_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,12347750,0,0,0,12347750,ธนาคารกรุงไทย จำกัด (มหาชน),P,0190A,1102050101.216/222,ลูกหนี้ค่ารักษา UC-OP-บริการเฉพาะ CR/OP - REFER,UC
2025-12-23,25681223,6810_IP_01,0000010670,กองทุนไตวายเรื้อรัง,กองทุนไตวายเรื้อรัง,งบค่าบริการทดแทนไต,150630.72,0,0,0,150630.72,ธนาคารกรุงไทย จำกัด (มหาชน),P,0190A,1102050101.216/217,ลูกหนี้ค่ารักษา UC-OP/IP-บริการเฉพาะ CR,UC
2025-12-23,25681223,6810_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,694836.58,0,0,0,694836.58,ธนาคารกรุงไทย จำกัด (มหาชน),P,0190A,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-12-18,25681218,DDSA6903110003,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,91550,0,0,0,91550,ธนาคารกรุงไทย จำกัด (มหาชน),P,0418A,1102050101.216/222,ลูกหนี้ค่ารักษา UC-OP-บริการเฉพาะ CR/OP - REFER,UC
2025-12-18,25681218,DDSA6903110003,0000010670,ค่าบริการฟื้นฟูสมรรถภาพด้านการแพทย์,กองทุนค่าบริการทางการแพทย์,ค่าบริการฟื้นฟูสมรรถภาพด้านการแพทย์,23300,0,0,0,23300,ธนาคารกรุงไทย จำกัด (มหาชน),P,0418A,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-12-17,25681217,DKTP6907110007,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),164700,0,0,0,164700,ธนาคารกรุงไทย จำกัด (มหาชน),P,0424,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-12-17,25681217,LGO-HD69-M02,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,6000,0,0,0,6000,ธนาคารกรุงไทย จำกัด (มหาชน),P,0417,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-12-16,25681216,DDOW6905110005,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),190600,0,0,0,190600,ธนาคารกรุงไทย จำกัด (มหาชน),P,0423,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
